Acceleration   Speed          Height         Time           
6.9996         101.6184165    895.2          19.8           
7.0041         101.7584977    897.3          19.9           
7.0085         101.8986678    899.3          19.9           
7.0129         102.0389268    901.3          19.9           
7.0174         102.1792747    903.4          19.9           
7.0218         102.3197116    905.4          19.9           
7.0263         102.4602375    907.5          20             
7.0308         102.6008525    909.5          20             
7.0352         102.7415567    911.6          20             
7.0397         102.88235      913.6          20             
7.0441         103.0232325    915.7          20             
7.0486         103.1642044    917.8          20.1           
7.0531         103.3052655    919.8          20.1           
7.0575         103.446416     921.9          20.1           
7.062          103.587656     924            20.1           
7.0665         103.7289854    926.1          20.1           
7.0709         103.8704043    928.1          20.2           
7.0754         104.0119128    930.2          20.2           
7.0799         104.1535108    932.3          20.2           
7.0844         104.2951986    934.4          20.2           
7.0889         104.436976     936.5          20.2           
7.0934         104.5788432    938.6          20.3           
7.0978         104.7208001    940.7          20.3           
7.1023         104.8628469    942.8          20.3           
7.1068         105.0049837    944.9          20.3           
7.1113         105.1472103    947            20.3           
7.1158         105.2895269    949.1          20.4           
7.1203         105.4319336    951.2          20.4           
7.1248         105.5744304    953.3          20.4           
7.1293         105.7170173    955.4          20.4           
7.1339         105.8596943    957.5          20.4           
7.1384         106.0024616    959.6          20.5           
7.1429         106.1453192    961.8          20.5           
7.1474         106.2882671    963.9          20.5           
7.1519         106.4313054    966            20.5           
7.1564         106.574434     968.1          20.5           
7.161          106.7176532    970.3          20.6           
7.1655         106.8609629    972.4          20.6           
7.17           107.0043631    974.6          20.6           
7.1745         107.147854     976.7          20.6           
7.1791         107.2914355    978.8          20.6           
7.1836         107.4351077    981            20.7           
7.1881         107.5788707    983.1          20.7           
7.1927         107.7227244    985.3          20.7           
7.1972         107.8666691    987.5          20.7           
7.2018         108.0107046    989.6          20.7           
7.2063         108.1548311    991.8          20.8           
7.2109         108.2990486    993.9          20.8           
7.2154         108.4433572    996.1          20.8           
7.22           108.5877568    998.3          20.8           
7.2245         108.7322476    1000           20.8           
7.2291         108.8768296    1003           20.9           
7.2337         109.0215029    1005           20.9           
7.2382         109.1662674    1007           20.9           
7.2428         109.3111233    1009           20.9           
7.2474         109.4560705    1011           20.9           
7.2519         109.6011092    1014           21             
7.2565         109.7462394    1016           21             
7.2611         109.8914612    1018           21             
7.2657         110.0367745    1020           21             
7.2702         110.1821795    1022           21             
7.2748         110.3276761    1025           21.1           
7.2794         110.4732645    1027           21.1           
7.284          110.6189447    1029           21.1           
7.2886         110.7647167    1031           21.1           
7.2932         110.9105806    1033           21.1           
7.2978         111.0565364    1036           21.2           
7.3024         111.2025842    1038           21.2           
7.307          111.348724     1040           21.2           
7.3116         111.4949559    1042           21.2           
7.3162         111.64128      1045           21.2           
7.3208         111.7876962    1047           21.3           
7.3254         111.9342047    1049           21.3           
7.33           112.0808054    1051           21.3           
7.3347         112.2274985    1054           21.3           
7.3393         112.374284     1056           21.3           
7.3439         112.5211618    1058           21.4           
7.3485         112.6681322    1060           21.4           
7.3531         112.8151951    1063           21.4           
7.3578         112.9623506    1065           21.4           
7.3624         113.1095987    1067           21.4           
7.367          113.2569394    1069           21.5           
7.3717         113.404373     1072           21.5           
7.3763         113.5518992    1074           21.5           
7.381          113.6995184    1076           21.5           
7.3856         113.8472303    1078           21.5           
7.3902         113.9950353    1081           21.6           
7.3949         114.1429332    1083           21.6           
7.3995         114.2909241    1085           21.6           
7.4042         114.4390081    1088           21.6           
7.4089         114.5871853    1090           21.6           
7.4135         114.7354556    1092           21.7           
7.4182         114.8838192    1094           21.7           
7.4228         115.032276     1097           21.7           
7.4275         115.1808262    1099           21.7           
7.4322         115.3294697    1101           21.7           
7.4368         115.4782067    1104           21.8           
7.4415         115.6270372    1106           21.8           
7.4462         115.7759612    1108           21.8           
7.4509         115.9249788    1111           21.8           
7.4556         116.0740901    1113           21.8           
7.4602         116.223295     1115           21.9           
7.4649         116.3725937    1118           21.9           
7.4696         116.5219861    1120           21.9           
7.4743         116.6714724    1122           21.9           
7.479          116.8210526    1125           21.9           
7.4837         116.9707267    1127           22             
7.4884         117.1204948    1129           22             
7.4931         117.270357     1132           22             
7.4978         117.4203133    1134           22             
7.5025         117.5703637    1136           22             
7.5072         117.7205083    1139           22.1           
7.5119         117.8707471    1141           22.1           
7.5167         118.0210803    1143           22.1           
7.5214         118.1715078    1146           22.1           
7.5261         118.3220297    1148           22.1           
7.5308         118.4726461    1150           22.2           
7.5355         118.623357     1153           22.2           
7.5403         118.7741624    1155           22.2           
7.545          118.9250625    1158           22.2           
7.5497         119.0760572    1160           22.2           
7.5545         119.2271466    1162           22.3           
7.5592         119.3783308    1165           22.3           
7.5639         119.5296098    1167           22.3           
7.5687         119.6809836    1170           22.3           
7.5734         119.8324524    1172           22.3           
7.5782         119.9840162    1174           22.4           
7.5829         120.1356749    1177           22.4           
7.5877         120.2874288    1179           22.4           
7.5924         120.4392778    1182           22.4           
7.5972         120.591222     1184           22.4           
7.602          120.7432614    1186           22.5           
7.6067         120.895396     1189           22.5           
7.6115         121.0476261    1191           22.5           
7.6163         121.1999515    1194           22.5           
7.621          121.3523723    1196           22.5           
7.6258         121.5048886    1198           22.6           
7.6306         121.6575005    1201           22.6           
7.6354         121.810208     1203           22.6           
7.6402         121.9630111    1206           22.6           
7.6449         122.11591      1208           22.6           
7.6497         122.2689046    1211           22.7           
7.6545         122.421995     1213           22.7           
7.6593         122.5751812    1216           22.7           
7.6641         122.7284634    1218           22.7           
7.6689         122.8818415    1220           22.7           
7.6737         123.0353157    1223           22.8           
7.6785         123.1888859    1225           22.8           
7.6833         123.3425523    1228           22.8           
7.6881         123.4963148    1230           22.8           
7.6929         123.6501735    1233           22.8           
7.6978         123.8041286    1235           22.9           
7.7026         123.9581799    1238           22.9           
7.7074         124.1123277    1240           22.9           
7.7122         124.2665719    1243           22.9           
7.717          124.4209126    1245           22.9           
7.7219         124.5753499    1248           23             
7.7267         124.7298837    1250           23             
7.7315         124.8845142    1253           23             
7.7364         125.0392414    1255           23             
7.7412         125.1940654    1258           23             
7.746          125.3489862    1260           23.1           
7.7509         125.5040038    1263           23.1           
7.7557         125.6591184    1265           23.1           
7.7606         125.8143299    1268           23.1           
7.7654         125.9696385    1270           23.1           
7.7703         126.1250441    1273           23.2           
7.7751         126.2805469    1275           23.2           
7.78           126.4361469    1278           23.2           
7.7849         126.5918441    1280           23.2           
7.7897         126.7476387    1283           23.2           
7.7946         126.9035305    1285           23.3           
7.7995         127.0595198    1288           23.3           
7.8043         127.2156065    1291           23.3           
7.8092         127.3717908    1293           23.3           
7.8141         127.5280726    1296           23.3           
7.819          127.684452     1298           23.4           
7.8239         127.8409291    1301           23.4           
7.8287         127.997504     1303           23.4           
7.8336         128.1541766    1306           23.4           
7.8385         128.310947     1308           23.4           
7.8434         128.4678154    1311           23.5           
7.8483         128.6247817    1314           23.5           
7.8532         128.781846     1316           23.5           
7.8581         128.9390083    1319           23.5           
7.863          129.0962688    1321           23.5           
7.8679         129.2536274    1324           23.6           
7.8728         129.4110842    1327           23.6           
7.8778         129.5686393    1329           23.6           
7.8827         129.7262927    1332           23.6           
7.8876         129.8840446    1334           23.6           
7.8925         130.0418948    1337           23.7           
7.8974         130.1998436    1340           23.7           
7.9024         130.3578908    1342           23.7           
7.9073         130.5160367    1345           23.7           
7.9122         130.6742813    1347           23.7           
7.9172         130.8326245    1350           23.8           
7.9221         130.9910665    1353           23.8           
7.927          131.1496074    1355           23.8           
7.932          131.3082471    1358           23.8           
7.9369         131.4669857    1360           23.8           
7.9419         131.6258234    1363           23.9           
7.9468         131.7847601    1366           23.9           
7.9518         131.9437958    1368           23.9           
7.9567         132.1029307    1371           23.9           
7.9617         132.2621649    1374           23.9           
7.9667         132.4214983    1376           24             
7.9716         132.580931     1379           24             
7.9766         132.7404631    1382           24             
7.9816         132.9000946    1384           24             
7.9865         133.0598256    1387           24             
7.9915         133.2196561    1390           24.1           
7.9965         133.3795862    1392           24.1           
8.0015         133.539616     1395           24.1           
8.0065         133.6997455    1398           24.1           
8.0115         133.8599748    1400           24.1           
8.0165         134.0203039    1403           24.2           
8.0214         134.1807328    1406           24.2           
8.0264         134.3412617    1408           24.2           
8.0314         134.5018906    1411           24.2           
8.0364         134.6626195    1414           24.2           
8.0415         134.8234485    1416           24.3           
8.0465         134.9843776    1419           24.3           
8.0515         135.145407     1422           24.3           
8.0565         135.3065367    1425           24.3           
8.0615         135.4677666    1427           24.3           
8.0665         135.629097     1430           24.4           
8.0715         135.7905278    1433           24.4           
8.0766         135.9520591    1435           24.4           
8.0816         136.1136909    1438           24.4           
8.0866         136.2754233    1441           24.4           
8.0917         136.4372564    1444           24.5           
8.0967         136.5991903    1446           24.5           
8.1017         136.7612249    1449           24.5           
8.1068         136.9233603    1452           24.5           
8.1118         137.0855966    1454           24.5           
8.1169         137.2479339    1457           24.6           
8.1219         137.4103721    1460           24.6           
8.127          137.5729115    1463           24.6           
8.132          137.7355519    1465           24.6           
8.1371         137.8982935    1468           24.6           
8.1421         138.0611364    1471           24.7           
8.1472         138.2240805    1474           24.7           
8.1523         138.387126     1477           24.7           
8.1573         138.5502729    1479           24.7           
8.1624         138.7135213    1482           24.7           
8.1675         138.8768711    1485           24.8           
8.1726         139.0403226    1488           24.8           
8.1777         139.2038757    1490           24.8           
8.1827         139.3675304    1493           24.8           
8.1878         139.5312869    1496           24.8           
8.1929         139.6951453    1499           24.9           
8.198          139.8591054    1502           24.9           
8.2031         140.0231675    1504           24.9           
8.2082         140.1873316    1507           24.9           
8.2133         140.3515977    1510           24.9           
8.2184         140.5159659    1513           25             
8.2235         140.6804363    1516           25             
8.2286         140.8450089    1518           25             
8.2337         141.0096837    1521           25             
8.2389         141.1744608    1524           25             
8.244          141.3393404    1527           25.1           
8.2491         141.5043224    1530           25.1           
8.2542         141.6694068    1533           25.1           
8.2594         141.8345939    1535           25.1           
8.2645         141.9998835    1538           25.1           
8.2696         142.1652759    1541           25.2           
8.2748         142.3307709    1544           25.2           
8.2799         142.4963688    1547           25.2           
8.285          142.6620695    1550           25.2           
8.2902         142.8278731    1553           25.2           
8.2953         142.9937796    1555           25.3           
8.3005         143.1597892    1558           25.3           
8.3056         143.3259019    1561           25.3           
8.3108         143.4921177    1564           25.3           
8.316          143.6584368    1567           25.3           
8.3211         143.824859     1570           25.4           
8.3263         143.9913846    1573           25.4           
8.3314         144.1580136    1575           25.4           
8.3366         144.324746     1578           25.4           
8.3418         144.4915819    1581           25.4           
8.347          144.6585214    1584           25.5           
8.3522         144.8255645    1587           25.5           
8.3573         144.9927112    1590           25.5           
8.3625         145.1599617    1593           25.5           
8.3677         145.327316     1596           25.5           
8.3729         145.4947741    1599           25.6           
8.3781         145.6623361    1602           25.6           
8.3833         145.8300021    1605           25.6           
8.3885         145.9977721    1607           25.6           
8.3937         146.1656463    1610           25.6           
8.3989         146.3336245    1613           25.7           
8.4041         146.501707     1616           25.7           
8.4093         146.6698937    1619           25.7           
8.4146         146.8381848    1622           25.7           
8.4198         147.0065802    1625           25.7           
8.425          147.1750801    1628           25.8           
8.4302         147.3436845    1631           25.8           
8.4354         147.5123935    1634           25.8           
8.4407         147.681207     1637           25.8           
8.4459         147.8501253    1640           25.8           
8.4512         148.0191483    1643           25.9           
8.4564         148.1882761    1646           25.9           
8.4616         148.3575088    1649           25.9           
8.4669         148.5268464    1652           25.9           
8.4721         148.696289     1655           25.9           
8.4774         148.8658367    1658           26             
8.4826         149.0354894    1661           26             
8.4879         149.2052474    1664           26             
8.4932         149.3751105    1667           26             
8.4984         149.5450789    1670           26             
8.5037         149.7151527    1673           26.1           
8.509          149.8853319    1676           26.1           
8.5142         150.0556166    1679           26.1           
8.5195         150.2260068    1682           26.1           
8.5248         150.3965025    1685           26.1           
8.5301         150.567104     1688           26.2           
8.5354         150.7378111    1691           26.2           
8.5406         150.9086241    1694           26.2           
8.5459         151.0795428    1697           26.2           
8.5512         151.2505675    1700           26.2           
8.5565         151.4216981    1703           26.3           
8.5618         151.5929347    1706           26.3           
8.5671         151.7642774    1709           26.3           
8.5724         151.9357263    1712           26.3           
8.5778         152.1072813    1715           26.3           
8.5831         152.2789426    1718           26.4           
8.5884         152.4507103    1721           26.4           
8.5937         152.6225843    1724           26.4           
8.599          152.7945648    1727           26.4           
8.6043         152.9666518    1730           26.4           
8.6097         153.1388453    1733           26.5           
8.615          153.3111455    1736           26.5           
8.6203         153.4835524    1739           26.5           
8.6257         153.656066     1742           26.5           
8.631          153.8286865    1745           26.5           
8.6364         154.0014138    1748           26.6           
8.6417         154.1742481    1752           26.6           
8.6471         154.3471894    1755           26.6           
8.6524         154.5202377    1758           26.6           
8.6578         154.6933932    1761           26.6           
8.6631         154.8666558    1764           26.7           
8.6685         155.0400258    1767           26.7           
8.6739         155.213503     1770           26.7           
8.6792         155.3870876    1773           26.7           
8.6846         155.5607796    1776           26.7           
8.69           155.7345792    1779           26.8           
8.6954         155.9084863    1783           26.8           
8.7007         156.082501     1786           26.8           
8.7061         156.2566235    1789           26.8           
8.7115         156.4308537    1792           26.8           
8.7169         156.6051917    1795           26.9           
8.7223         156.7796375    1798           26.9           
8.7277         156.9541913    1801           26.9           
8.7331         157.1288532    1805           26.9           
8.7385         157.303623     1808           26.9           
8.7439         157.478501     1811           27             
8.7493         157.6534873    1814           27             
8.7547         157.8285817    1817           27             
8.7601         158.0037845    1820           27             
8.7656         158.1790956    1823           27             
8.771          158.3545153    1827           27.1           
8.7764         158.5300434    1830           27.1           
8.7818         158.70568      1833           27.1           
8.7873         158.8814254    1836           27.1           
8.7927         159.0572794    1839           27.1           
8.7981         159.2332422    1842           27.2           
8.8036         159.4093138    1846           27.2           
8.809          159.5854942    1849           27.2           
8.8145         159.7617837    1852           27.2           
8.8199         159.9381822    1855           27.2           
8.8254         160.1146897    1858           27.3           
8.8308         160.2913064    1862           27.3           
8.8363         160.4680323    1865           27.3           
8.8418         160.6448674    1868           27.3           
8.8472         160.8218119    1871           27.3           
8.8527         160.9988658    1875           27.4           
8.8582         161.1760292    1878           27.4           
8.8636         161.3533021    1881           27.4           
8.8691         161.5306846    1884           27.4           
8.8746         161.7081767    1887           27.4           
8.8801         161.8857786    1891           27.5           
8.8856         162.0634902    1894           27.5           
8.8911         162.2413117    1897           27.5           
8.8966         162.4192432    1900           27.5           
8.9021         162.5972846    1904           27.5           
8.9076         162.775436     1907           27.6           
8.9131         162.9536975    1910           27.6           
8.9186         163.1320693    1913           27.6           
8.9241         163.3105512    1917           27.6           
8.9296         163.4891435    1920           27.6           
8.9351         163.6678461    1923           27.7           
8.9407         163.8466592    1927           27.7           
8.9462         164.0255827    1930           27.7           
8.9517         164.2046169    1933           27.7           
8.9572         164.3837616    1936           27.7           
8.9628         164.5630171    1940           27.8           
8.9683         164.7423833    1943           27.8           
8.9739         164.9218603    1946           27.8           
8.9794         165.1014482    1950           27.8           
8.9849         165.2811471    1953           27.8           
8.9905         165.460957     1956           27.9           
8.996          165.640878     1960           27.9           
9.0016         165.8209101    1963           27.9           
9.0072         166.0010535    1966           27.9           
9.0127         166.1813081    1969           27.9           
9.0183         166.3616741    1973           28             
9.0239         166.5421515    1976           28             
9.0294         166.7227404    1979           28             
9.035          166.9034408    1983           28             
9.0406         167.0842528    1986           28             
9.0462         167.2651765    1989           28.1           
9.0518         167.446212     1993           28.1           
9.0574         167.6273593    1996           28.1           
9.063          167.8086184    2000           28.1           
9.0686         167.9899895    2003           28.1           
9.0742         168.1714726    2006           28.2           
9.0798         168.3530678    2010           28.2           
9.0854         168.5347751    2013           28.2           
9.091          168.7165947    2016           28.2           
9.0966         168.8985265    2020           28.2           
9.1022         169.0805707    2023           28.3           
9.1078         169.2627272    2027           28.3           
9.1135         169.4449963    2030           28.3           
9.1191         169.6273778    2033           28.3           
9.1247         169.809872     2037           28.3           
9.1303         169.9924789    2040           28.4           
9.136          170.1751985    2044           28.4           
9.1416         170.358031     2047           28.4           
9.1473         170.5409763    2050           28.4           
9.1529         170.7240345    2054           28.4           
9.1586         170.9072058    2057           28.5           
9.1642         171.0904901    2061           28.5           
9.1699         171.2738876    2064           28.5           
9.1755         171.4573983    2067           28.5           
9.1812         171.6410223    2071           28.5           
9.1869         171.8247597    2074           28.6           
9.1925         172.0086104    2078           28.6           
9.1982         172.1925747    2081           28.6           
9.2039         172.3766525    2085           28.6           
9.2096         172.5608439    2088           28.6           
9.2153         172.745149     2092           28.7           
9.2209         172.9295679    2095           28.7           
9.2266         173.1141006    2098           28.7           
9.2323         173.2987472    2102           28.7           
9.238          173.4835077    2105           28.7           
9.2437         173.6683823    2109           28.8           
9.2494         173.853371     2112           28.8           
9.2551         174.0384738    2116           28.8           
9.2609         174.2236909    2119           28.8           
9.2666         174.4090223    2123           28.8           
9.2723         174.594468     2126           28.9           
9.278          174.7800282    2130           28.9           
9.2837         174.9657029    2133           28.9           
9.2895         175.1514922    2137           28.9           
9.2952         175.3373961    2140           28.9           
9.3009         175.5234147    2144           29             
9.3067         175.7095482    2147           29             
9.3124         175.8957964    2151           29             
9.3182         176.0821596    2154           29             
9.3239         176.2686378    2158           29             
9.3297         176.4552311    2161           29.1           
9.3354         176.6419394    2165           29.1           
9.3412         176.828763     2168           29.1           
9.3469         177.0157018    2172           29.1           
9.3527         177.202756     2176           29.1           
9.3585         177.3899256    2179           29.2           
9.3643         177.5772106    2183           29.2           
9.37           177.7646112    2186           29.2           
9.3758         177.9521275    2190           29.2           
9.3816         178.1397594    2193           29.2           
9.3874         178.327507     2197           29.3           
9.3932         178.5153705    2200           29.3           
9.399          178.7033499    2204           29.3           
9.4048         178.8914452    2208           29.3           
9.4106         179.0796566    2211           29.3           
9.4164         179.2679841    2215           29.4           
9.4222         179.4564277    2218           29.4           
9.428          179.6449876    2222           29.4           
9.4338         179.8336638    2226           29.4           
9.4396         180.0224564    2229           29.4           
9.4455         180.2113654    2233           29.5           
9.4513         180.400391     2236           29.5           
9.4571         180.5895332    2240           29.5           
9.4629         180.778792     2244           29.5           
9.4688         180.9681676    2247           29.5           
9.4746         181.15766      2251           29.6           
9.4805         181.3472692    2254           29.6           
9.4863         181.5369954    2258           29.6           
9.4922         181.7268386    2262           29.6           
9.498          181.916799     2265           29.6           
9.5039         182.1068764    2269           29.7           
9.5097         182.2970712    2273           29.7           
9.5156         182.4873832    2276           29.7           
9.5215         182.6778126    2280           29.7           
9.5273         182.8683594    2284           29.7           
9.5332         183.0590238    2287           29.8           
9.5391         183.2498057    2291           29.8           
9.545          183.4407053    2295           29.8           
9.5509         183.6317227    2298           29.8           
9.5568         183.8228578    2302           29.8           
9.5627         184.0141108    2306           29.9           
9.5685         184.2054818    2309           29.9           
9.5744         184.3969708    2313           29.9           
9.5804         184.5885778    2317           29.9           
9.5863         184.7803031    2320           29.9           
9.5922         184.9721466    2324           30             
9.5981         185.1641083    2328           30             
9.604          185.3561885    2332           30             
9.6099         185.5483871    2335           30             
9.6159         185.7407043    2339           30             
9.6218         185.93314      2343           30.1           
9.6277         186.1256944    2346           30.1           
9.6337         186.3183675    2350           30.1           
9.6396         186.5111595    2354           30.1           
9.6455         186.7040703    2358           30.1           
9.6515         186.8971001    2361           30.2           
9.6574         187.0902489    2365           30.2           
9.6634         187.2835169    2369           30.2           
9.6694         187.476904     2373           30.2           
9.6753         187.6704103    2376           30.2           
9.6813         187.864036     2380           30.3           
9.6873         188.0577811    2384           30.3           
9.6932         188.2516457    2388           30.3           
9.6992         188.4456297    2391           30.3           
9.7052         188.6397334    2395           30.3           
9.7112         188.8339568    2399           30.4           
9.7172         189.0283       2403           30.4           
9.7231         189.222763     2406           30.4           
9.7291         189.4173459    2410           30.4           
9.7351         189.6120488    2414           30.4           
9.7411         189.8068717    2418           30.5           
9.7472         190.0018148    2422           30.5           
9.7532         190.196878     2425           30.5           
9.7592         190.3920616    2429           30.5           
9.7652         190.5873655    2433           30.5           
9.7712         190.7827898    2437           30.6           
9.7772         190.9783346    2441           30.6           
9.7833         191.174        2445           30.6           
9.7893         191.369786     2448           30.6           
9.7953         191.5656928    2452           30.6           
9.8014         191.7617204    2456           30.7           
9.8074         191.9578688    2460           30.7           
9.8135         192.1541382    2464           30.7           
9.8195         192.3505286    2468           30.7           
9.8256         192.5470401    2471           30.7           
9.8316         192.7436727    2475           30.8           
9.8377         192.9404266    2479           30.8           
9.8438         193.1373018    2483           30.8           
9.8498         193.3342984    2487           30.8           
9.8559         193.5314165    2491           30.8           
9.862          193.7286562    2495           30.9           
9.8681         193.9260174    2498           30.9           
9.8741         194.1235003    2502           30.9           
9.8802         194.321105     2506           30.9           
9.8863         194.5188316    2510           30.9           
9.8924         194.7166801    2514           31             
9.8985         194.9146505    2518           31             
9.9046         195.1127431    2522           31             
9.9107         195.3109577    2526           31             
9.9168         195.5092946    2530           31             
9.923          195.7077538    2534           31.1           
9.9291         195.9063354    2537           31.1           
9.9352         196.1050394    2541           31.1           
9.9413         196.303866     2545           31.1           
9.9475         196.5028151    2549           31.1           
9.9536         196.7018869    2553           31.2           
9.9597         196.9010815    2557           31.2           
9.9659         197.1003989    2561           31.2           
9.972          197.2998392    2565           31.2           
9.9782         197.4994025    2569           31.2           
9.9843         197.6990889    2573           31.3           
9.9905         197.8988983    2577           31.3           
9.9966         198.098831     2581           31.3           
10.003         198.298887     2585           31.3           
10.009         198.4990664    2589           31.3           
10.015         198.6993691    2593           31.4           
10.021         198.8997955    2597           31.4           
10.027         199.1003454    2601           31.4           
10.034         199.3010189    2605           31.4           
10.04          199.5018162    2609           31.4           
10.046         199.7027374    2613           31.5           
10.052         199.9037824    2617           31.5           
10.058         200.1049515    2621           31.5           
10.065         200.3062446    2625           31.5           
10.071         200.5076618    2629           31.5           
10.077         200.7092032    2633           31.6           
10.083         200.910869     2637           31.6           
10.09          201.1126591    2641           31.6           
10.096         201.3145736    2645           31.6           
10.102         201.5166127    2649           31.6           
10.108         201.7187763    2653           31.7           
10.114         201.9210647    2657           31.7           
10.121         202.1234778    2661           31.7           
10.127         202.3260157    2665           31.7           
10.133         202.5286786    2669           31.7           
10.139         202.7314664    2673           31.8           
10.146         202.9343794    2677           31.8           
10.152         203.1374174    2681           31.8           
10.158         203.3405807    2685           31.8           
10.164         203.5438693    2689           31.8           
10.171         203.7472833    2693           31.9           
10.177         203.9508227    2698           31.9           
10.183         204.1544877    2702           31.9           
10.19          204.3582783    2706           31.9           
10.196         204.5621946    2710           31.9           
10.202         204.7662367    2714           32             
10.208         204.9704047    2718           32             
10.215         205.1746985    2722           32             
10.221         205.3791184    2726           32             
10.227         205.5836644    2730           32             
10.234         205.7883366    2734           32.1           
10.24          205.993135     2739           32.1           
10.246         206.1980597    2743           32.1           
10.253         206.4031109    2747           32.1           
10.259         206.6082885    2751           32.1           
10.265         206.8135928    2755           32.2           
10.272         207.0190236    2759           32.2           
10.278         207.2245813    2763           32.2           
10.284         207.4302657    2767           32.2           
10.291         207.636077     2772           32.2           
10.297         207.8420153    2776           32.3           
10.303         208.0480806    2780           32.3           
10.31          208.2542731    2784           32.3           
10.316         208.4605927    2788           32.3           
10.322         208.6670397    2792           32.3           
10.329         208.873614     2797           32.4           
10.335         209.0803158    2801           32.4           
10.341         209.2871452    2805           32.4           
10.348         209.4941021    2809           32.4           
10.354         209.7011868    2813           32.4           
10.361         209.9083992    2818           32.5           
10.367         210.1157395    2822           32.5           
10.373         210.3232077    2826           32.5           
10.38          210.5308039    2830           32.5           
10.386         210.7385282    2834           32.5           
10.393         210.9463807    2839           32.6           
10.399         211.1543615    2843           32.6           
10.405         211.3624706    2847           32.6           
10.412         211.5707082    2851           32.6           
10.418         211.7790742    2856           32.6           
10.425         211.9875689    2860           32.7           
10.431         212.1961922    2864           32.7           
10.438         212.4049443    2868           32.7           
10.444         212.6138252    2873           32.7           
10.45          212.822835     2877           32.7           
10.457         213.0319738    2881           32.8           
10.463         213.2412417    2885           32.8           
10.47          213.4506388    2890           32.8           
10.476         213.6601651    2894           32.8           
10.483         213.8698207    2898           32.8           
10.489         214.0796058    2902           32.9           
10.496         214.2895203    2907           32.9           
10.502         214.4995644    2911           32.9           
10.509         214.7097382    2915           32.9           
10.515         214.9200417    2920           32.9           
10.522         215.130475     2924           33             
10.528         215.3410382    2928           33             
10.535         215.5517315    2933           33             
10.541         215.7625547    2937           33             
10.548         215.9735082    2941           33             
10.554         216.1845919    2945           33.1           
10.561         216.3958059    2950           33.1           
10.567         216.6071503    2954           33.1           
10.574         216.8186252    2958           33.1           
10.58          217.0302307    2963           33.1           
10.587         217.2419668    2967           33.2           
10.593         217.4538337    2971           33.2           
10.6           217.6658314    2976           33.2           
10.606         217.8779599    2980           33.2           
10.613         218.0902195    2985           33.2           
10.62          218.3026102    2989           33.3           
10.626         218.515132     2993           33.3           
10.633         218.7277851    2998           33.3           
10.639         218.9405694    3002           33.3           
10.646         219.1534852    3006           33.3           
10.652         219.3665325    3011           33.4           
10.659         219.5797114    3015           33.4           
10.666         219.7930219    3020           33.4           
10.672         220.0064642    3024           33.4           
10.679         220.2200383    3028           33.4           
10.685         220.4337444    3033           33.5           
10.692         220.6475824    3037           33.5           
10.699         220.8615525    3042           33.5           
10.705         221.0756548    3046           33.5           
10.712         221.2898894    3051           33.5           
10.718         221.5042563    3055           33.6           
10.725         221.7187556    3059           33.6           
10.732         221.9333875    3064           33.6           
10.738         222.1481519    3068           33.6           
10.745         222.363049     3073           33.6           
10.751         222.5780789    3077           33.7           
10.758         222.7932417    3082           33.7           
10.765         223.0085374    3086           33.7           
10.771         223.2239661    3091           33.7           
10.778         223.439528     3095           33.7           
10.785         223.655223     3099           33.8           
10.791         223.8710513    3104           33.8           
10.798         224.087013     3108           33.8           
10.805         224.3031082    3113           33.8           
10.811         224.5193369    3117           33.8           
10.818         224.7356992    3122           33.9           
10.825         224.9521953    3126           33.9           
10.831         225.1688251    3131           33.9           
10.838         225.3855889    3135           33.9           
10.845         225.6024866    3140           33.9           
10.852         225.8195184    3144           34             
10.858         226.0366843    3149           34             
10.865         226.2539845    3153           34             
10.872         226.471419     3158           34             
10.878         226.688988     3163           34             
10.885         226.9066914    3167           34.1           
10.892         227.1245294    3172           34.1           
10.899         227.3425021    3176           34.1           
10.905         227.5606095    3181           34.1           
10.912         227.7788518    3185           34.1           
10.919         227.9972291    3190           34.2           
10.926         228.2157413    3194           34.2           
10.932         228.4343887    3199           34.2           
10.939         228.6531713    3204           34.2           
10.946         228.8720892    3208           34.2           
10.953         229.0911424    3213           34.3           
10.959         229.3103311    3217           34.3           
10.966         229.5296554    3222           34.3           
10.973         229.7491153    3226           34.3           
10.98          229.968711     3231           34.3           
