Acceleration   Speed          Height         Time           
15.57          375.4138389    6540           45.4           
15.58          375.7254401    6547           45.4           
15.59          376.0372438    6555           45.5           
15.6           376.3492501    6562           45.5           
15.61          376.6614592    6570           45.5           
15.621         376.9738713    6577           45.5           
15.631         377.2864865    6585           45.5           
15.641         377.599305     6592           45.6           
15.651         377.9123269    6600           45.6           
15.661         378.2255524    6607           45.6           
15.671         378.5389817    6615           45.6           
15.682         378.8526149    6623           45.6           
15.692         379.1664522    6630           45.7           
15.702         379.4804938    6638           45.7           
15.712         379.7947398    6645           45.7           
15.723         380.1091904    6653           45.7           
15.733         380.4238457    6661           45.7           
15.743         380.7387059    6668           45.8           
15.753         381.0537712    6676           45.8           
15.764         381.3690417    6683           45.8           
15.774         381.6845177    6691           45.8           
15.784         382.0001992    6699           45.8           
15.794         382.3160864    6706           45.9           
15.805         382.6321796    6714           45.9           
15.815         382.9484788    6722           45.9           
15.825         383.2649842    6729           45.9           
15.836         383.5816961    6737           45.9           
15.846         383.8986145    6745           46             
15.856         384.2157396    6752           46             
15.867         384.5330716    6760           46             
15.877         384.8506107    6768           46             
15.887         385.168357     6775           46             
15.898         385.4863107    6783           46.1           
15.908         385.8044719    6791           46.1           
15.918         386.1228409    6799           46.1           
15.929         386.4414178    6806           46.1           
15.939         386.7602027    6814           46.1           
15.95          387.0791959    6822           46.2           
15.96          387.3983975    6830           46.2           
15.971         387.7178076    6837           46.2           
15.981         388.0374265    6845           46.2           
15.991         388.3572543    6853           46.2           
16.002         388.6772911    6861           46.3           
16.012         388.9975372    6868           46.3           
16.023         389.3179927    6876           46.3           
16.033         389.6386578    6884           46.3           
16.044         389.9595327    6892           46.3           
16.054         390.2806175    6900           46.4           
16.065         390.6019123    6907           46.4           
16.075         390.9234175    6915           46.4           
16.086         391.245133     6923           46.4           
16.096         391.5670592    6931           46.4           
16.107         391.8891961    6939           46.5           
16.117         392.211544     6947           46.5           
16.128         392.534103     6954           46.5           
16.139         392.8568733    6962           46.5           
16.149         393.1798551    6970           46.5           
16.16          393.5030484    6978           46.6           
16.17          393.8264536    6986           46.6           
16.181         394.1500708    6994           46.6           
16.191         394.4739001    7002           46.6           
16.202         394.7979418    7010           46.6           
16.213         395.1221959    7017           46.7           
16.223         395.4466627    7025           46.7           
16.234         395.7713424    7033           46.7           
16.245         396.0962351    7041           46.7           
16.255         396.421341     7049           46.7           
16.266         396.7466602    7057           46.8           
16.277         397.072193     7065           46.8           
16.287         397.3979395    7073           46.8           
16.298         397.7238998    7081           46.8           
16.309         398.0500743    7089           46.8           
16.319         398.376463     7097           46.9           
16.33          398.7030661    7105           46.9           
16.341         399.0298838    7113           46.9           
16.352         399.3569162    7121           46.9           
16.362         399.6841637    7129           46.9           
16.373         400.0116262    7137           47             
16.384         400.339304     7145           47             
16.395         400.6671973    7153           47             
16.405         400.9953062    7161           47             
16.416         401.323631     7169           47             
16.427         401.6521718    7177           47.1           
16.438         401.9809288    7185           47.1           
16.449         402.3099021    7193           47.1           
16.459         402.6390919    7201           47.1           
16.47          402.9684985    7209           47.1           
16.481         403.298122     7217           47.2           
16.492         403.6279625    7225           47.2           
16.503         403.9580203    7233           47.2           
16.514         404.2882956    7241           47.2           
16.525         404.6187884    7249           47.2           
16.536         404.949499     7258           47.3           
16.546         405.2804277    7266           47.3           
16.557         405.6115744    7274           47.3           
16.568         405.9429395    7282           47.3           
16.579         406.2745231    7290           47.3           
16.59          406.6063254    7298           47.4           
16.601         406.9383466    7306           47.4           
16.612         407.2705868    7314           47.4           
16.623         407.6030462    7323           47.4           
16.634         407.9357251    7331           47.4           
16.645         408.2686236    7339           47.5           
16.656         408.6017419    7347           47.5           
16.667         408.9350801    7355           47.5           
16.678         409.2686385    7363           47.5           
16.689         409.6024172    7372           47.5           
16.7           409.9364164    7380           47.6           
16.711         410.2706363    7388           47.6           
16.722         410.6050771    7396           47.6           
16.733         410.9397389    7404           47.6           
16.744         411.274622     7413           47.6           
16.755         411.6097266    7421           47.7           
16.766         411.9450527    7429           47.7           
16.777         412.2806007    7437           47.7           
16.788         412.6163706    7446           47.7           
16.8           412.9523627    7454           47.7           
16.811         413.2885771    7462           47.8           
16.822         413.6250141    7470           47.8           
16.833         413.9616739    7479           47.8           
16.844         414.2985565    7487           47.8           
16.855         414.6356622    7495           47.8           
16.866         414.9729913    7504           47.9           
16.878         415.3105438    7512           47.9           
16.889         415.6483199    7520           47.9           
16.9           415.9863199    7529           47.9           
16.911         416.324544     7537           47.9           
16.922         416.6629922    7545           48             
16.934         417.0016649    7554           48             
16.945         417.3405621    7562           48             
16.956         417.6796842    7570           48             
16.967         418.0190312    7579           48             
16.979         418.3586034    7587           48.1           
16.99          418.6984009    7595           48.1           
17.001         419.038424     7604           48.1           
17.012         419.3786728    7612           48.1           
17.024         419.7191476    7620           48.1           
17.035         420.0598484    7629           48.2           
17.046         420.4007756    7637           48.2           
17.058         420.7419292    7646           48.2           
17.069         421.0833095    7654           48.2           
17.08          421.4249167    7663           48.2           
17.092         421.766751     7671           48.3           
17.103         422.1088125    7679           48.3           
17.114         422.4511014    7688           48.3           
17.126         422.793618     7696           48.3           
17.137         423.1363625    7705           48.3           
17.149         423.4793349    7713           48.4           
17.16          423.8225356    7722           48.4           
17.171         424.1659647    7730           48.4           
17.183         424.5096224    7739           48.4           
17.194         424.8535089    7747           48.4           
17.206         425.1976243    7756           48.5           
17.217         425.541969     7764           48.5           
17.229         425.886543     7773           48.5           
17.24          426.2313466    7781           48.5           
17.252         426.57638      7790           48.5           
17.263         426.9216433    7798           48.6           
17.275         427.2671368    7807           48.6           
17.286         427.6128607    7815           48.6           
17.298         427.9588151    7824           48.6           
17.309         428.3050002    7833           48.6           
17.321         428.6514163    7841           48.7           
17.332         428.9980635    7850           48.7           
17.344         429.3449421    7858           48.7           
17.356         429.6920521    7867           48.7           
17.367         430.0393939    7876           48.7           
17.379         430.3869677    7884           48.8           
17.39          430.7347735    7893           48.8           
17.402         431.0828117    7901           48.8           
17.414         431.4310824    7910           48.8           
17.425         431.7795858    7919           48.8           
17.437         432.1283221    7927           48.9           
17.448         432.4772916    7936           48.9           
17.46          432.8264943    7945           48.9           
17.472         433.1759306    7953           48.9           
17.483         433.5256006    7962           48.9           
17.495         433.8755045    7971           49             
17.507         434.2256425    7979           49             
17.519         434.5760148    7988           49             
17.53          434.9266216    7997           49             
17.542         435.2774631    8005           49             
17.554         435.6285396    8014           49.1           
17.566         435.9798512    8023           49.1           
17.577         436.3313981    8032           49.1           
17.589         436.6831805    8040           49.1           
17.601         437.0351986    8049           49.1           
17.613         437.3874527    8058           49.2           
17.625         437.7399429    8066           49.2           
17.636         438.0926694    8075           49.2           
17.648         438.4456325    8084           49.2           
17.66          438.7988323    8093           49.2           
17.672         439.152269     8102           49.3           
17.684         439.5059429    8110           49.3           
17.696         439.8598541    8119           49.3           
17.707         440.2140029    8128           49.3           
17.719         440.5683895    8137           49.3           
17.731         440.923014     8146           49.4           
17.743         441.2778767    8154           49.4           
17.755         441.6329778    8163           49.4           
17.767         441.9883174    8172           49.4           
17.779         442.3438959    8181           49.4           
17.791         442.6997133    8190           49.5           
17.803         443.0557699    8199           49.5           
17.815         443.412066     8208           49.5           
17.827         443.7686016    8216           49.5           
17.839         444.1253771    8225           49.5           
17.851         444.4823926    8234           49.6           
17.863         444.8396484    8243           49.6           
17.875         445.1971446    8252           49.6           
17.887         445.5548814    8261           49.6           
17.899         445.9128592    8270           49.6           
17.911         446.271078     8279           49.7           
17.923         446.629538     8288           49.7           
17.935         446.9882396    8297           49.7           
17.947         447.3471829    8306           49.7           
17.959         447.7063681    8315           49.7           
17.971         448.0657954    8323           49.8           
17.983         448.4254651    8332           49.8           
17.996         448.7853773    8341           49.8           
18.008         449.1455322    8350           49.8           
18.02          449.5059301    8359           49.8           
18.032         449.8665713    8368           49.9           
18.044         450.2274558    8377           49.9           
18.056         450.5885839    8386           49.9           
18.069         450.9499558    8395           49.9           
18.081         451.3115717    8404           49.9           
18.093         451.6734319    8413           50             
18.105         452.0355366    8423           50             
18.117         452.3978859    8432           50             
18.13          452.7604802    8441           50             
18.142         453.1233195    8450           50             
18.154         453.4864041    8459           50.1           
18.167         453.8497343    8468           50.1           
18.179         454.2133102    8477           50.1           
18.191         454.5771321    8486           50.1           
18.203         454.9412001    8495           50.1           
18.216         455.3055146    8504           50.2           
18.228         455.6700756    8513           50.2           
18.24          456.0348835    8522           50.2           
18.253         456.3999384    8532           50.2           
18.265         456.7652406    8541           50.2           
18.277         457.1307903    8550           50.3           
18.29          457.4965876    8559           50.3           
18.302         457.8626329    8568           50.3           
18.315         458.2289263    8577           50.3           
18.327         458.595468     8586           50.3           
18.34          458.9622584    8596           50.4           
18.352         459.3292975    8605           50.4           
18.364         459.6965856    8614           50.4           
18.377         460.064123     8623           50.4           
18.389         460.4319098    8632           50.4           
18.402         460.7999462    8642           50.5           
18.414         461.1682326    8651           50.5           
18.427         461.5367691    8660           50.5           
18.439         461.9055559    8669           50.5           
18.452         462.2745933    8679           50.5           
18.464         462.6438814    8688           50.6           
18.477         463.0134205    8697           50.6           
18.49          463.3832109    8706           50.6           
18.502         463.7532527    8716           50.6           
18.515         464.1235462    8725           50.6           
18.527         464.4940915    8734           50.7           
18.54          464.864889     8744           50.7           
18.552         465.2359388    8753           50.7           
18.565         465.6072412    8762           50.7           
18.578         465.9787963    8771           50.7           
18.59          466.3506045    8781           50.8           
18.603         466.7226659    8790           50.8           
18.616         467.0949808    8799           50.8           
18.628         467.4675493    8809           50.8           
18.641         467.8403718    8818           50.8           
18.654         468.2134484    8828           50.9           
18.667         468.5867794    8837           50.9           
18.679         468.960365     8846           50.9           
18.692         469.3342053    8856           50.9           
18.705         469.7083008    8865           50.9           
18.718         470.0826515    8874           51             
18.73          470.4572577    8884           51             
18.743         470.8321197    8893           51             
18.756         471.2072376    8903           51             
18.769         471.5826117    8912           51             
18.782         471.9582423    8922           51.1           
18.794         472.3341294    8931           51.1           
18.807         472.7102735    8941           51.1           
18.82          473.0866747    8950           51.1           
18.833         473.4633332    8959           51.1           
18.846         473.8402493    8969           51.2           
18.859         474.2174232    8978           51.2           
18.872         474.5948551    8988           51.2           
18.885         474.9725453    8997           51.2           
18.897         475.350494     9007           51.2           
18.91          475.7287014    9016           51.3           
18.923         476.1071678    9026           51.3           
18.936         476.4858934    9035           51.3           
18.949         476.8648784    9045           51.3           
18.962         477.2441231    9055           51.3           
18.975         477.6236277    9064           51.4           
18.988         478.0033924    9074           51.4           
19.001         478.3834175    9083           51.4           
19.014         478.7637032    9093           51.4           
19.027         479.1442498    9102           51.4           
19.04          479.5250574    9112           51.5           
19.053         479.9061263    9122           51.5           
19.067         480.2874568    9131           51.5           
19.08          480.669049     9141           51.5           
19.093         481.0509033    9150           51.5           
19.106         481.4330198    9160           51.6           
19.119         481.8153988    9170           51.6           
19.132         482.1980406    9179           51.6           
19.145         482.5809453    9189           51.6           
19.158         482.9641133    9199           51.6           
19.172         483.3475447    9208           51.7           
19.185         483.7312398    9218           51.7           
19.198         484.1151988    9228           51.7           
19.211         484.499422     9237           51.7           
19.224         484.8839095    9247           51.7           
19.238         485.2686618    9257           51.8           
19.251         485.6536789    9266           51.8           
19.264         486.0389612    9276           51.8           
19.277         486.4245088    9286           51.8           
19.291         486.810322     9296           51.8           
19.304         487.1964012    9305           51.9           
19.317         487.5827464    9315           51.9           
19.331         487.9693579    9325           51.9           
19.344         488.356236     9335           51.9           
19.357         488.743381     9344           51.9           
19.371         489.130793     9354           52             
19.384         489.5184724    9364           52             
19.397         489.9064193    9374           52             
19.411         490.294634     9384           52             
19.424         490.6831168    9393           52             
19.438         491.0718678    9403           52.1           
19.451         491.4608874    9413           52.1           
19.464         491.8501758    9423           52.1           
19.478         492.2397333    9433           52.1           
19.491         492.62956      9443           52.1           
19.505         493.0196562    9452           52.2           
19.518         493.4100223    9462           52.2           
19.532         493.8006583    9472           52.2           
19.545         494.1915646    9482           52.2           
19.559         494.5827415    9492           52.2           
19.572         494.9741891    9502           52.3           
19.586         495.3659077    9512           52.3           
19.599         495.7578976    9522           52.3           
19.613         496.1501591    9532           52.3           
19.627         496.5426923    9542           52.3           
19.64          496.9354975    9552           52.4           
19.654         497.328575     9561           52.4           
19.668         497.721925     9571           52.4           
19.681         498.1155478    9581           52.4           
19.695         498.5094436    9591           52.4           
19.708         498.9036127    9601           52.5           
19.722         499.2980553    9611           52.5           
19.736         499.6927717    9621           52.5           
19.75          500.0877622    9631           52.5           
19.763         500.4830269    9641           52.5           
19.777         500.8785662    9651           52.6           
19.791         501.2743803    9661           52.6           
19.804         501.6704695    9671           52.6           
19.818         502.0668339    9681           52.6           
19.832         502.463474     9691           52.6           
19.846         502.8603898    9702           52.7           
19.86          503.2575818    9712           52.7           
19.873         503.65505      9722           52.7           
19.887         504.0527949    9732           52.7           
19.901         504.4508166    9742           52.7           
19.915         504.8491154    9752           52.8           
19.929         505.2476916    9762           52.8           
19.943         505.6465454    9772           52.8           
19.957         506.0456771    9782           52.8           
19.97          506.4450869    9792           52.8           
19.984         506.8447752    9803           52.9           
19.998         507.2447421    9813           52.9           
20.012         507.6449879    9823           52.9           
20.026         508.0455129    9833           52.9           
20.04          508.4463173    9843           52.9           
20.054         508.8474015    9853           53             
20.068         509.2487656    9864           53             
20.082         509.65041      9874           53             
20.096         510.0523348    9884           53             
20.11          510.4545404    9894           53             
20.124         510.857027     9904           53.1           
20.138         511.2597949    9915           53.1           
20.152         511.6628443    9925           53.1           
20.167         512.0661756    9935           53.1           
20.181         512.4697889    9945           53.1           
20.195         512.8736846    9956           53.2           
20.209         513.2778628    9966           53.2           
20.223         513.682324     9976           53.2           
20.237         514.0870682    9986           53.2           
20.251         514.4920959    9997           53.2           
20.266         514.8974073    1.001e+004     53.3           
20.28          515.3030025    1.002e+004     53.3           
20.294         515.708882     1.003e+004     53.3           
20.308         516.115046     1.004e+004     53.3           
20.322         516.5214947    1.005e+004     53.3           
20.337         516.9282284    1.006e+004     53.4           
20.351         517.3352474    1.007e+004     53.4           
20.365         517.7425519    1.008e+004     53.4           
20.38          518.1501423    1.009e+004     53.4           
20.394         518.5580187    1.01e+004      53.4           
20.408         518.9661815    1.011e+004     53.5           
20.422         519.374631     1.012e+004     53.5           
20.437         519.7833673    1.013e+004     53.5           
20.451         520.1923908    1.014e+004     53.5           
20.466         520.6017018    1.015e+004     53.5           
20.48          521.0113004    1.016e+004     53.6           
20.494         521.4211871    1.017e+004     53.6           
20.509         521.831362     1.018e+004     53.6           
20.523         522.2418255    1.019e+004     53.6           
20.538         522.6525778    1.02e+004      53.6           
20.552         523.0636192    1.021e+004     53.7           
20.567         523.4749499    1.023e+004     53.7           
20.581         523.8865703    1.024e+004     53.7           
20.596         524.2984806    1.025e+004     53.7           
20.61          524.7106811    1.026e+004     53.7           
20.625         525.123172     1.027e+004     53.8           
20.639         525.5359537    1.028e+004     53.8           
20.654         525.9490265    1.029e+004     53.8           
20.668         526.3623905    1.03e+004      53.8           
20.683         526.7760461    1.031e+004     53.8           
20.697         527.1899935    1.032e+004     53.9           
20.712         527.6042331    1.033e+004     53.9           
20.727         528.0187651    1.034e+004     53.9           
20.741         528.4335898    1.035e+004     53.9           
20.756         528.8487075    1.036e+004     53.9           
20.771         529.2641184    1.037e+004     54             
20.785         529.6798229    1.038e+004     54             
20.8           530.0958211    1.039e+004     54             
20.815         530.5121135    1.04e+004      54             
20.829         530.9287003    1.041e+004     54             
20.844         531.3455817    1.043e+004     54.1           
20.859         531.7627581    1.044e+004     54.1           
20.874         532.1802296    1.045e+004     54.1           
20.888         532.5979968    1.046e+004     54.1           
20.903         533.0160597    1.047e+004     54.1           
20.918         533.4344187    1.048e+004     54.2           
20.933         533.853074     1.049e+004     54.2           
20.948         534.272026     1.05e+004      54.2           
20.962         534.691275     1.051e+004     54.2           
20.977         535.1108211    1.052e+004     54.2           
20.992         535.5306648    1.053e+004     54.3           
21.007         535.9508063    1.054e+004     54.3           
21.022         536.3712459    1.055e+004     54.3           
21.037         536.7919838    1.056e+004     54.3           
21.052         537.2130205    1.058e+004     54.3           
21.067         537.634356     1.059e+004     54.4           
21.082         538.0559908    1.06e+004      54.4           
21.097         538.4779251    1.061e+004     54.4           
21.112         538.9001593    1.062e+004     54.4           
21.127         539.3226936    1.063e+004     54.4           
21.142         539.7455282    1.064e+004     54.5           
21.157         540.1686636    1.065e+004     54.5           
21.172         540.5920999    1.066e+004     54.5           
21.187         541.0158375    1.067e+004     54.5           
21.202         541.4398767    1.068e+004     54.5           
21.217         541.8642178    1.069e+004     54.6           
21.232         542.288861     1.07e+004      54.6           
21.247         542.7138066    1.072e+004     54.6           
21.262         543.139055     1.073e+004     54.6           
21.278         543.5646065    1.074e+004     54.6           
21.293         543.9904613    1.075e+004     54.7           
21.308         544.4166197    1.076e+004     54.7           
21.323         544.843082     1.077e+004     54.7           
21.338         545.2698485    1.078e+004     54.7           
21.354         545.6969196    1.079e+004     54.7           
21.369         546.1242955    1.08e+004      54.8           
21.384         546.5519765    1.081e+004     54.8           
21.399         546.9799629    1.082e+004     54.8           
21.415         547.408255     1.084e+004     54.8           
21.43          547.8368531    1.085e+004     54.8           
21.445         548.2657576    1.086e+004     54.9           
21.461         548.6949686    1.087e+004     54.9           
21.476         549.1244866    1.088e+004     54.9           
21.491         549.5543117    1.089e+004     54.9           
21.507         549.9844444    1.09e+004      54.9           
21.522         550.4148849    1.091e+004     55             
21.537         550.8456335    1.092e+004     55             
21.553         551.2766905    1.093e+004     55             
21.568         551.7080562    1.095e+004     55             
21.584         552.139731     1.096e+004     55             
21.599         552.5717151    1.097e+004     55.1           
21.615         553.0040088    1.098e+004     55.1           
21.63          553.4366125    1.099e+004     55.1           
21.646         553.8695264    1.1e+004       55.1           
21.661         554.3027508    1.101e+004     55.1           
21.677         554.7362862    1.102e+004     55.2           
21.692         555.1701326    1.103e+004     55.2           
21.708         555.6042906    1.105e+004     55.2           
21.723         556.0387603    1.106e+004     55.2           
21.739         556.4735421    1.107e+004     55.2           
21.755         556.9086362    1.108e+004     55.3           
21.77          557.3440431    1.109e+004     55.3           
21.786         557.779763     1.11e+004      55.3           
21.802         558.2157962    1.111e+004     55.3           
21.817         558.6521431    1.112e+004     55.3           
21.833         559.0888039    1.113e+004     55.4           
21.849         559.5257789    1.115e+004     55.4           
21.864         559.9630685    1.116e+004     55.4           
21.88          560.400673     1.117e+004     55.4           
21.896         560.8385927    1.118e+004     55.4           
21.912         561.2768278    1.119e+004     55.5           
21.928         561.7153788    1.12e+004      55.5           
21.943         562.1542459    1.121e+004     55.5           
21.959         562.5934295    1.122e+004     55.5           
21.975         563.0329298    1.124e+004     55.5           
21.991         563.4727472    1.125e+004     55.6           
22.007         563.912882     1.126e+004     55.6           
22.023         564.3533344    1.127e+004     55.6           
22.039         564.794105     1.128e+004     55.6           
22.054         565.2351938    1.129e+004     55.6           
22.07          565.6766013    1.13e+004      55.7           
22.086         566.1183278    1.131e+004     55.7           
22.102         566.5603736    1.133e+004     55.7           
22.118         567.002739     1.134e+004     55.7           
22.134         567.4454243    1.135e+004     55.7           
22.15          567.8884299    1.136e+004     55.8           
22.166         568.331756     1.137e+004     55.8           
22.182         568.7754031    1.138e+004     55.8           
22.198         569.2193713    1.139e+004     55.8           
22.214         569.6636611    1.141e+004     55.8           
22.231         570.1082728    1.142e+004     55.9           
22.247         570.5532066    1.143e+004     55.9           
22.263         570.998463     1.144e+004     55.9           
22.279         571.4440422    1.145e+004     55.9           
22.295         571.8899445    1.146e+004     55.9           
22.311         572.3361704    1.147e+004     56             
22.327         572.78272      1.149e+004     56             
22.344         573.2295938    1.15e+004      56             
22.36          573.676792     1.151e+004     56             
22.376         574.124315     1.152e+004     56             
22.392         574.5721632    1.153e+004     56.1           
22.409         575.0203367    1.154e+004     56.1           
22.425         575.4688361    1.155e+004     56.1           
22.441         575.9176615    1.157e+004     56.1           
22.458         576.3668134    1.158e+004     56.1           
22.474         576.816292     1.159e+004     56.2           
22.49          577.2660977    1.16e+004      56.2           
22.507         577.7162309    1.161e+004     56.2           
22.523         578.1666918    1.162e+004     56.2           
22.539         578.6174807    1.164e+004     56.2           
22.556         579.0685981    1.165e+004     56.3           
22.572         579.5200443    1.166e+004     56.3           
22.589         579.9718195    1.167e+004     56.3           
22.605         580.4239241    1.168e+004     56.3           
22.622         580.8763585    1.169e+004     56.3           
22.638         581.329123     1.17e+004      56.4           
22.655         581.7822179    1.172e+004     56.4           
22.671         582.2356436    1.173e+004     56.4           
22.688         582.6894003    1.174e+004     56.4           
22.704         583.1434885    1.175e+004     56.4           
22.721         583.5979085    1.176e+004     56.5           
22.738         584.0526605    1.177e+004     56.5           
22.754         584.507745     1.179e+004     56.5           
22.771         584.9631623    1.18e+004      56.5           
22.788         585.4189127    1.181e+004     56.5           
22.804         585.8749966    1.182e+004     56.6           
22.821         586.3314143    1.183e+004     56.6           
22.838         586.7881661    1.185e+004     56.6           
22.854         587.2452524    1.186e+004     56.6           
22.871         587.7026736    1.187e+004     56.6           
22.888         588.1604299    1.188e+004     56.7           
22.905         588.6185217    1.189e+004     56.7           
22.921         589.0769494    1.19e+004      56.7           
22.938         589.5357133    1.192e+004     56.7           
22.955         589.9948138    1.193e+004     56.7           
22.972         590.4542511    1.194e+004     56.8           
22.989         590.9140257    1.195e+004     56.8           
23.006         591.3741379    1.196e+004     56.8           
23.023         591.834588     1.197e+004     56.8           
23.039         592.2953764    1.199e+004     56.8           
23.056         592.7565034    1.2e+004       56.9           
23.073         593.2179694    1.201e+004     56.9           
23.09          593.6797747    1.202e+004     56.9           
23.107         594.1419197    1.203e+004     56.9           
23.124         594.6044047    1.205e+004     56.9           
23.141         595.0672301    1.206e+004     57             
23.158         595.5303962    1.207e+004     57             
23.175         595.9939035    1.208e+004     57             
23.192         596.4577521    1.209e+004     57             
23.21          596.9219425    1.211e+004     57             
23.227         597.3864751    1.212e+004     57.1           
23.244         597.8513502    1.213e+004     57.1           
23.261         598.3165681    1.214e+004     57.1           
23.278         598.7821292    1.215e+004     57.1           
23.295         599.2480339    1.217e+004     57.1           
23.312         599.7142825    1.218e+004     57.2           
23.33          600.1808754    1.219e+004     57.2           
23.347         600.6478129    1.22e+004      57.2           
23.364         601.1150953    1.221e+004     57.2           
23.381         601.5827232    1.223e+004     57.2           
23.399         602.0506967    1.224e+004     57.3           
23.416         602.5190163    1.225e+004     57.3           
23.433         602.9876823    1.226e+004     57.3           
23.451         603.4566952    1.227e+004     57.3           
23.468         603.9260551    1.229e+004     57.3           
23.485         604.3957626    1.23e+004      57.4           
23.503         604.8658179    1.231e+004     57.4           
23.52          605.3362215    1.232e+004     57.4           
23.538         605.8069737    1.233e+004     57.4           
23.555         606.2780748    1.235e+004     57.4           
23.573         606.7495253    1.236e+004     57.5           
23.59          607.2213254    1.237e+004     57.5           
23.608         607.6934757    1.238e+004     57.5           
23.625         608.1659763    1.239e+004     57.5           
23.643         608.6388277    1.241e+004     57.5           
23.66          609.1120303    1.242e+004     57.6           
23.678         609.5855844    1.243e+004     57.6           
23.695         610.0594904    1.244e+004     57.6           
23.713         610.5337487    1.246e+004     57.6           
23.731         611.0083596    1.247e+004     57.6           
23.748         611.4833235    1.248e+004     57.7           
23.766         611.9586408    1.249e+004     57.7           
23.784         612.4343119    1.25e+004      57.7           
23.801         612.910337     1.252e+004     57.7           
23.819         613.3867167    1.253e+004     57.7           
23.837         613.8634512    1.254e+004     57.8           
23.854         614.340541     1.255e+004     57.8           
23.872         614.8179863    1.257e+004     57.8           
23.89          615.2957877    1.258e+004     57.8           
23.908         615.7739454    1.259e+004     57.8           
23.926         616.2524599    1.26e+004      57.9           
23.944         616.7313315    1.262e+004     57.9           
23.961         617.2105606    1.263e+004     57.9           
23.979         617.6901475    1.264e+004     57.9           
23.997         618.1700928    1.265e+004     57.9           
24.015         618.6503966    1.266e+004     58             
24.033         619.1310595    1.268e+004     58             
24.051         619.6120817    1.269e+004     58             
24.069         620.0934637    1.27e+004      58             
24.087         620.5752059    1.271e+004     58             
24.105         621.0573087    1.273e+004     58.1           
24.123         621.5397723    1.274e+004     58.1           
24.141         622.0225973    1.275e+004     58.1           
24.159         622.5057839    1.276e+004     58.1           
24.177         622.9893326    1.278e+004     58.1           
24.196         623.4732438    1.279e+004     58.2           
24.214         623.9575178    1.28e+004      58.2           
24.232         624.4421551    1.281e+004     58.2           
24.25          624.927156     1.283e+004     58.2           
24.268         625.4125208    1.284e+004     58.2           
24.286         625.8982501    1.285e+004     58.3           
24.305         626.3843442    1.286e+004     58.3           
24.323         626.8708034    1.288e+004     58.3           
24.341         627.3576282    1.289e+004     58.3           
24.36          627.844819     1.29e+004      58.3           
24.378         628.3323761    1.291e+004     58.4           
24.396         628.8202999    1.293e+004     58.4           
24.415         629.3085909    1.294e+004     58.4           
24.433         629.7972494    1.295e+004     58.4           
24.451         630.2862759    1.296e+004     58.4           
24.47          630.7756706    1.298e+004     58.5           
24.488         631.2654341    1.299e+004     58.5           
24.507         631.7555667    1.3e+004       58.5           
24.525         632.2460687    1.302e+004     58.5           
24.544         632.7369407    1.303e+004     58.5           
24.562         633.228183     1.304e+004     58.6           
24.581         633.7197959    1.305e+004     58.6           
24.599         634.21178      1.307e+004     58.6           
24.618         634.7041356    1.308e+004     58.6           
24.636         635.196863     1.309e+004     58.6           
24.655         635.6899628    1.31e+004      58.7           
24.674         636.1834353    1.312e+004     58.7           
24.692         636.6772808    1.313e+004     58.7           
24.711         637.1714999    1.314e+004     58.7           
24.73          637.6660929    1.316e+004     58.7           
24.748         638.1610602    1.317e+004     58.8           
24.767         638.6564022    1.318e+004     58.8           
24.786         639.1521194    1.319e+004     58.8           
24.805         639.648212     1.321e+004     58.8           
24.823         640.1446807    1.322e+004     58.8           
24.842         640.6415256    1.323e+004     58.9           
24.861         641.1387473    1.324e+004     58.9           
24.88          641.6363462    1.326e+004     58.9           
24.899         642.1343227    1.327e+004     58.9           
24.918         642.6326771    1.328e+004     58.9           
24.937         643.13141      1.33e+004      59             
24.956         643.6305216    1.331e+004     59             
24.975         644.1300125    1.332e+004     59             
24.994         644.629883     1.333e+004     59             
25.013         645.1301336    1.335e+004     59             
25.032         645.6307646    1.336e+004     59.1           
25.051         646.1317765    1.337e+004     59.1           
25.07          646.6331697    1.339e+004     59.1           
25.089         647.1349446    1.34e+004      59.1           
25.108         647.6371016    1.341e+004     59.1           
25.127         648.1396412    1.343e+004     59.2           
25.146         648.6425637    1.344e+004     59.2           
25.165         649.1458696    1.345e+004     59.2           
25.184         649.6495593    1.346e+004     59.2           
25.204         650.1536333    1.348e+004     59.2           
25.223         650.6580919    1.349e+004     59.3           
25.242         651.1629355    1.35e+004      59.3           
25.261         651.6681646    1.352e+004     59.3           
25.281         652.1737797    1.353e+004     59.3           
25.3           652.6797811    1.354e+004     59.3           
25.319         653.1861692    1.356e+004     59.4           
25.339         653.6929446    1.357e+004     59.4           
25.358         654.2001075    1.358e+004     59.4           
25.378         654.7076585    1.359e+004     59.4           
25.397         655.215598     1.361e+004     59.4           
25.416         655.7239263    1.362e+004     59.5           
25.436         656.232644     1.363e+004     59.5           
25.455         656.7417515    1.365e+004     59.5           
25.475         657.2512491    1.366e+004     59.5           
25.494         657.7611373    1.367e+004     59.5           
25.514         658.2714166    1.369e+004     59.6           
25.534         658.7820874    1.37e+004      59.6           
25.553         659.2931501    1.371e+004     59.6           
25.573         659.8046051    1.373e+004     59.6           
25.592         660.3164529    1.374e+004     59.6           
25.612         660.828694     1.375e+004     59.7           
25.632         661.3413286    1.377e+004     59.7           
25.651         661.8543574    1.378e+004     59.7           
25.671         662.3677807    1.379e+004     59.7           
25.691         662.881599     1.381e+004     59.7           
